Incident Num,CAD Num,Inc Type Code,Inc Type Desc,Shift,Address,Apt,City,Zip,County,Station First Due,BC District,Fire District,Medic First Due,Pop Density,Response Type,911 Date,Notify Date,Arrival Date,Clear Date,Action Taken,Property Use,Property Loss,Property Value,Mutual Aid,Cause of Ignition,Fire Spread,Injury/Fatality,Geo Status,How Geocoded,Incident Date,Process Time,Unit Response Time,Total Response Time,Total Resource Time,Incident Category,Record ID,Inc Type Desc,X,Y
SM-2019-39899,2019-0048420,321,Emergency medical incident,C,10240 Park Meadows Drive,URGENT,LONE TREE,80124,Douglas,34,3,SOUTH METRO,34,URBAN,Non-emergent,12/2/2019 19:56,12/2/2019 19:56,12/2/2019 20:01,12/2/2019 20:35,Provide advanced life support (ALS); Transport person,"Clinics, doctors offices, hemodialysis cntr, other",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/2/2019 19:56,0:47,4:16,5:03,39:25:00,"RESCUE, EMS",SM-224351,321 - Emergency medical incident,-11674407.84,4800042.993
SM-2019-39906,2019-0048427,321,Emergency medical incident,C,3789 S Jebel Way,,UNINC ARAP,80013,Arapahoe,23,5,SOUTH METRO,23,URBAN,Non-emergent,12/2/2019 20:48,12/2/2019 20:48,12/2/2019 20:55,12/2/2019 21:31,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/2/2019 20:48,0:19,6:59,7:18,42:29:00,"RESCUE, EMS",SM-224357,321 - Emergency medical incident,-11660805.72,4814860.951
SM-2019-39917,2019-0048438,321,Emergency medical incident,C,363 Inverness Parkway,203,UNINC DOUG,80112,Douglas,44,4,SOUTH METRO,44,URBAN,Non-emergent,12/2/2019 23:25,12/2/2019 23:26,12/2/2019 23:33,12/3/2019 0:16,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/2/2019 23:25,0:27,7:27,7:54,50:59:00,"RESCUE, EMS",SM-224368,321 - Emergency medical incident,-11673703.19,4801918.404
SM-2019-39924,2019-0048445,321,Emergency medical incident,C,16283 Blueleaf Place,,UNINC DOUG,80134,Douglas,45,4,SOUTH METRO,42,URBAN,Emergent,12/3/2019 1:39,12/3/2019 1:40,12/3/2019 1:46,12/3/2019 2:15,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/3/2019 1:39,0:30,5:53,6:23,35:46:00,"RESCUE, EMS",SM-224375,321 - Emergency medical incident,-11666346.09,4802070.012
SM-2019-39931,2019-0048452,554,Assist invalid; lift assist without medical treatment,C,17555 Nature Walk Trail,105,UNINC DOUG,80134,Douglas,45,4,SOUTH METRO,42,URBAN,Non-emergent,12/3/2019 5:58,12/3/2019 5:59,12/3/2019 6:05,12/3/2019 6:12,Assist physically disabled,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/3/2019 5:58,0:42,6:09,6:51,14:26,SERVICE CALL,SM-224382,554 - Assist invalid; lift assist without medical treatment,-11664681.86,4800751.826
SM-2019-39942,2019-0048467,746,Unintentional - carbon monoxide detector activation (no CO),C,8602 Gold Peak Drive,E,UNINC DOUG,80130,Douglas,33,3,SOUTH METRO,34,URBAN,Emergent,12/3/2019 8:47,12/3/2019 8:48,12/3/2019 8:55,12/3/2019 9:05,"Assistance, other; Investigate",Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/3/2019 8:47,0:39,6:31,7:10,17:36,"FALSE ALARM, FALSE CALL",SM-224393,746 - Unintentional - carbon monoxide detector activation (no CO),-11679122.23,4802296.705
SM-2019-39949,2019-0048474,542,Animal rescue,C,5754 E Irish Place,,CENTENNIAL,80112.1,Arapahoe,33,3,SOUTH METRO,15,URBAN,Non-emergent,12/3/2019 9:59,12/3/2019 9:59,12/3/2019 10:03,12/3/2019 10:11,"Assistance, other",1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/3/2019 9:59,0:21,4:22,4:43,12:06,SERVICE CALL,SM-224404,542 - Animal rescue,-11679794.59,4805073.756
SM-2019-39956,2019-0048484,322,Vehicle accident with injuries,C,E Arapahoe Road & S Lima Street,,CENTENNIAL,80112,Arapahoe,35,5,SOUTH METRO,31,URBAN,Emergent,12/3/2019 11:10,12/3/2019 11:10,12/3/2019 11:15,12/3/2019 11:30,Provide basic life support (BLS); Investigate,Street or road in commercial area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/3/2019 11:10,0:15,4:50,5:05,19:57,"RESCUE, EMS",SM-224413,322 - Vehicle accident with injuries,-11672677.94,4807270.815
SM-2019-39967,2019-0048498,321,Emergency medical incident,C,8835 American Way,,UNINC DOUG,80112,Douglas,45,4,SOUTH METRO,44,SUBURBAN,Non-emergent,12/3/2019 12:33,12/3/2019 12:33,12/3/2019 12:39,12/3/2019 13:12,Provide advanced life support (ALS); Transport person,"Asylum, mental institution",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/3/2019 12:33,0:41,5:54,6:35,39:40:00,"RESCUE, EMS",SM-224425,321 - Emergency medical incident,-11669360.62,4801739.366
SM-2019-39974,2019-0048507,321,Emergency medical incident,C,6380 S Boston Street,1376,UNINC ARAP,80111,Arapahoe,31,5,SOUTH METRO,31,URBAN,Non-emergent,12/3/2019 13:10,12/3/2019 13:11,12/3/2019 13:15,12/3/2019 13:47,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/3/2019 13:10,0:30,4:47,5:17,36:29:00,"RESCUE, EMS",SM-224429,321 - Emergency medical incident,-11675096.91,4808082.736
SM-2019-39981,2019-0048514,554,Assist invalid; lift assist without medical treatment,C,544 W Crestline Avenue,12C1,LITTLETON,80120,Arapahoe,12,2,SOUTH METRO,12,URBAN,Non-emergent,12/3/2019 13:35,12/3/2019 13:36,12/3/2019 13:41,12/3/2019 16:08,Investigate; Assist physically disabled,1 or 2 family residence,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,12/3/2019 13:35,0:59,4:37,5:36,152:58:00,SERVICE CALL,SM-224435,554 - Assist invalid; lift assist without medical treatment,-11687917.58,4810650.402
SM-2019-40054,2019-0048603,321,Emergency medical incident,B,8254 S Gaylord Circle,,CENTENNIAL,80122,Arapahoe,15,2,SOUTH METRO,15,URBAN,Emergent,12/4/2019 7:18,12/4/2019 7:18,12/4/2019 7:24,12/4/2019 7:39,Provide basic life support (BLS),1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 7:18,0:38,5:42,6:20,21:04,"RESCUE, EMS",SM-224512,321 - Emergency medical incident,-11684344.22,4803209.307
SM-2019-40061,2019-0048611,321,Emergency medical incident,B,8254 S Gaylord Circle,,CENTENNIAL,80122,Arapahoe,15,2,SOUTH METRO,15,URBAN,Non-emergent,12/4/2019 9:27,12/4/2019 9:28,12/4/2019 9:37,12/4/2019 10:19,"Assistance, other",1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 9:27,0:24,9:04,9:28,51:47:00,"RESCUE, EMS",SM-224517,321 - Emergency medical incident,-11684344.22,4803209.307
SM-2019-40068,2019-0048619,651,"Smoke or odor investigation, no fire",B,Timber Point Court & Timber Point Drive,,UNINC DOUG,80134,Douglas,43,4,SOUTH METRO,46,RURAL,Emergent,12/4/2019 10:30,12/4/2019 10:31,12/4/2019 10:37,12/4/2019 10:52,Investigate; Provide information to public or media,"Residential street, road or residential driveway",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 10:30,0:26,6:21,6:47,21:16,GOOD INTENT CALL,SM-224525,"651 - Smoke or odor investigation, no fire",-11656449.78,4786064.268
SM-2019-40079,2019-0048631,611,Dispatched & cancelled enroute,B,8 Hunter Run Lane,,UNINC ARAP,80123,Jefferson,13,2,SOUTH METRO,13,SUBURBAN,Emergent,12/4/2019 11:59,12/4/2019 11:59,,12/4/2019 12:03,Cancelled enroute,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 11:59,0:24,0:00,0:00,4:30,GOOD INTENT CALL,SM-224535,611 - Dispatched & cancelled enroute,-11693053.86,4806792.65
SM-2019-40086,2019-0048639,321,Emergency medical incident,B,22219 Hilltop Road,,PARKER,80138,Douglas,46,4,SOUTH METRO,46,URBAN,Non-emergent,12/4/2019 12:27,12/4/2019 12:28,12/4/2019 12:36,12/4/2019 13:15,Provide advanced life support (ALS); Transport person,High school/junior high school/middle school,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 12:27,0:29,7:38,8:07,47:31:00,"RESCUE, EMS",SM-224545,321 - Emergency medical incident,-11658618.29,4792226.066
SM-2019-40093,2019-0048647,611,Dispatched & cancelled enroute,B,2927 Summer Wind Lane,,UNINC DOUG,80126,Douglas,16,1,SOUTH METRO,16,URBAN,"Emergent initially, changing to non-emergent",12/4/2019 13:48,12/4/2019 13:48,12/4/2019 13:55,12/4/2019 14:25,Cancelled enroute,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 13:48,0:21,6:50,7:11,37:13:00,GOOD INTENT CALL,SM-224548,611 - Dispatched & cancelled enroute,-11691446.41,4802332.803
SM-2019-40104,2019-0048661,745,Unintentional - alarm system activation (no fire),B,17010 E Carlson Drive,BLDG 15,PARKER,80134,Douglas,45,4,SOUTH METRO,42,URBAN,Emergent,12/4/2019 15:14,12/4/2019 15:15,12/4/2019 15:20,12/4/2019 15:44,Investigate,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,M,address_points_zip,12/4/2019 15:14,0:25,5:16,5:41,29:11:00,"FALSE ALARM, FALSE CALL",SM-224558,745 - Unintentional - alarm system activation (no fire),-11665192.77,4800098.528
SM-2019-40111,2019-0048668,321,Emergency medical incident,B,S Quebec Street & E Iliff Avenue,,UNINC ARAP,80231,Arapahoe,21,5,SOUTH METRO,21,,Emergent,12/4/2019 16:22,12/4/2019 16:22,12/4/2019 16:28,12/4/2019 16:37,Provide advanced life support (ALS); Transport person,Street or road in commercial area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 16:22,0:13,6:24,6:37,15:13,"RESCUE, EMS",SM-224570,321 - Emergency medical incident,-11677813.11,4819064.597
SM-2019-40118,2019-0048677,321,Emergency medical incident,B,10586 Parkington Lane,38C,UNINC DOUG,80126,Douglas,17,2,SOUTH METRO,17,URBAN,Non-emergent,12/4/2019 16:42,12/4/2019 16:42,12/4/2019 16:48,12/4/2019 17:35,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 16:42,0:16,5:45,6:01,53:21:00,"RESCUE, EMS",SM-224576,321 - Emergency medical incident,-11682111.15,4796962.826
SM-2019-40129,2019-0048688,322,Vehicle accident with injuries,B,E Geddes Avenue & S Colorado Boulevard,,CENTENNIAL,80122,Arapahoe,14,3,SOUTH METRO,15,URBAN,Non-emergent,12/4/2019 17:43,12/4/2019 17:43,12/4/2019 17:48,12/4/2019 18:11,Investigate; Incident command; Provide first aid &amp; check for injuries,Highway or divided highway,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 17:43,0:08,4:34,4:42,28:09:00,"RESCUE, EMS",SM-224587,322 - Vehicle accident with injuries,-11682037.68,4805647.169
SM-2019-40136,2019-0048696,740,"Unintentional - transmission of alarm, other",B,2563 Danbury Lane,,UNINC DOUG,80126,Douglas,17,2,SOUTH METRO,17,URBAN,Emergent,12/4/2019 18:13,12/4/2019 18:14,12/4/2019 18:22,12/4/2019 18:25,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 18:13,0:45,7:57,8:42,11:20,"FALSE ALARM, FALSE CALL",SM-224593,"740 - Unintentional - transmission of alarm, other",-11684087.07,4795775.18
SM-2019-40145,2019-0048706,735,Malfunction - due to alarm system activation,B,6541 S Vine Street,,CENTENNIAL,80121,Arapahoe,15,2,SOUTH METRO,15,URBAN,Emergent,12/4/2019 19:09,12/4/2019 19:10,12/4/2019 19:16,12/4/2019 19:22,Investigate,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/4/2019 19:09,0:19,5:44,6:03,12:39,"FALSE ALARM, FALSE CALL",SM-224599,735 - Malfunction - due to alarm system activation,-11684333.09,4807652.207
SM-2019-40204,2019-0048786,321,Emergency medical incident,B,175 Inverness Drive W,200,UNINC ARAP,80112,Arapahoe,34,3,SOUTH METRO,34,URBAN,Non-emergent,12/5/2019 10:53,12/5/2019 10:54,12/5/2019 11:02,12/5/2019 11:45,Provide advanced life support (ALS); Transport person,"Clinics, doctors offices, hemodialysis cntr, other",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/5/2019 10:53,0:16,8:27,8:43,52:06:00,"RESCUE, EMS",SM-224660,321 - Emergency medical incident,-11674432.34,4804257.746
SM-2019-40212,2019-0048795,415,Natural gas or LPG leak (outside) due to cut gas line,B,8802 Eagle Moon Way,,UNINC DOUG,80134,Douglas,43,4,SOUTH METRO,46,RURAL,Emergent,12/5/2019 12:19,12/5/2019 12:19,12/5/2019 12:27,12/5/2019 13:48,"Incident command; Investigate; Notify other agencies.; Provide information to public or media; Information, investigation &amp; enforcement, other; Establish safe area; Evacuate area; Hazmat detection",1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/5/2019 12:19,0:40,7:54,8:34,89:17:00,HAZARDOUS CONDITION,SM-224668,415 - Natural gas or LPG leak (outside) due to cut gas line,-11657735.52,4788727.235
SM-2019-40219,2019-0048804,321,Emergency medical incident,B,17956 E Berry Avenue,,CENTENNIAL,80015,Arapahoe,22,5,SOUTH METRO,23,URBAN,Non-emergent,12/5/2019 13:01,12/5/2019 13:01,12/5/2019 13:06,12/5/2019 13:53,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/5/2019 13:01,0:13,4:37,4:50,51:50:00,"RESCUE, EMS",SM-224675,321 - Emergency medical incident,-11663993.91,4810377.277
SM-2019-40230,2019-0048816,321,Emergency medical incident,B,4751 E Costilla Avenue,113,CENTENNIAL,80122,Arapahoe,14,3,SOUTH METRO,15,URBAN,Non-emergent,12/5/2019 14:54,12/5/2019 14:54,12/5/2019 15:00,12/5/2019 15:38,Provide advanced life support (ALS); Transport person,"24-hour care Nursing homes, 4 or more persons",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/5/2019 14:54,0:12,5:56,6:08,44:41:00,"RESCUE, EMS",SM-224685,321 - Emergency medical incident,-11680935.62,4806935.664
SM-2019-40237,2019-0048823,325,Vehicle accident with no injuries,B,S Lucent Boulevard & W C470 Highway,,UNINC DOUG,80129,Arapahoe,16,1,SOUTH METRO,16,URBAN,Emergent,12/5/2019 15:54,12/5/2019 15:55,12/5/2019 16:03,12/5/2019 16:04,Cancelled on scene,Highway or divided highway,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/5/2019 15:54,0:49,8:32,9:21,9:51,"RESCUE, EMS",SM-224690,325 - Vehicle accident with no injuries,-11688749.13,4802007.924
SM-2019-40244,2019-0048830,321,Emergency medical incident,B,9250 Zotos Drive,,UNINC DOUG,80129,Douglas,18,1,SOUTH METRO,18,URBAN,Non-emergent,12/5/2019 16:56,12/5/2019 16:56,12/5/2019 17:02,12/5/2019 17:18,Provide advanced life support (ALS),Police station,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/5/2019 16:56,0:20,5:16,5:36,21:59,"RESCUE, EMS",SM-224699,321 - Emergency medical incident,-11688194.76,4800541.047
SM-2019-40255,2019-0048843,321,Emergency medical incident,B,9614 Pinebrook Street,,UNINC DOUG,80130,Douglas,17,2,SOUTH METRO,17,URBAN,Non-emergent,12/5/2019 17:48,12/5/2019 17:49,12/5/2019 17:54,12/5/2019 18:30,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/5/2019 17:48,0:33,5:14,5:47,41:48:00,"RESCUE, EMS",SM-224711,321 - Emergency medical incident,-11678258.39,4799465.57
SM-2019-40262,2019-0048851,321,Emergency medical incident,B,1306 S Parker Road,283,UNINC ARAP,80231,Arapahoe,21,5,SOUTH METRO,21,URBAN,Emergent,12/5/2019 19:01,12/5/2019 19:02,12/5/2019 19:07,12/5/2019 19:52,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/5/2019 19:01,0:16,5:28,5:44,50:28:00,"RESCUE, EMS",SM-224719,321 - Emergency medical incident,-11676727.74,4821642.319
SM-2019-40311,2019-0048909,554,Assist invalid; lift assist without medical treatment,A,7923 S Pennsylvania Drive,,LITTLETON,80122,Arapahoe,15,2,SOUTH METRO,15,URBAN,Non-emergent,12/6/2019 8:44,12/6/2019 8:44,12/6/2019 8:51,12/6/2019 9:10,Assist physically disabled,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 8:44,0:25,7:03,7:28,26:04:00,SERVICE CALL,SM-224768,554 - Assist invalid; lift assist without medical treatment,-11686497.14,4804136.433
SM-2019-40322,2019-0048923,321,Emergency medical incident,A,6767 S Clinton Street,--,GREENWOOD VILLAGE,80112.3,Arapahoe,35,5,SOUTH METRO,31,URBAN,Emergent,12/6/2019 9:56,12/6/2019 9:56,12/6/2019 10:02,12/6/2019 10:21,Provide first aid &amp; check for injuries; Provide basic life support (BLS),Department or discount store,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 9:56,0:26,5:17,5:43,25:04:00,"RESCUE, EMS",SM-224779,321 - Emergency medical incident,-11675299.51,4807045.453
SM-2019-40329,2019-0048935,321,Emergency medical incident,A,11000 Dransfeldt Road,GYM,PARKER,80134,Douglas,41,4,SOUTH METRO,41,URBAN,Emergent,12/6/2019 11:09,12/6/2019 11:10,12/6/2019 11:14,12/6/2019 11:45,Provide advanced life support (ALS); Transport person,"24-hour care Nursing homes, 4 or more persons",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 11:09,0:44,4:44,5:28,35:55:00,"RESCUE, EMS",SM-224784,321 - Emergency medical incident,-11662908.54,4795923.808
SM-2019-40336,2019-0048943,735,Malfunction - due to alarm system activation,A,9782 Titan Park Circle,,UNINC DOUG,80125,Douglas,40,1,SOUTH METRO,16,RURAL,"Emergent initially, changing to non-emergent",12/6/2019 11:52,12/6/2019 11:53,12/6/2019 12:00,12/6/2019 12:00,"Action taken, other",Business office,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 11:52,0:21,7:33,7:54,8:05,"FALSE ALARM, FALSE CALL",SM-224789,735 - Malfunction - due to alarm system activation,-11690830.81,4794162.053
SM-2019-40347,2019-0048954,321,Emergency medical incident,A,9555 Maroon Circle,,UNINC DOUG,80112,Douglas,44,4,SOUTH METRO,44,URBAN,Emergent,12/6/2019 12:54,12/6/2019 12:55,12/6/2019 12:59,12/6/2019 13:37,Provide advanced life support (ALS); Transport person; Provide manpower,Business office,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 12:54,0:47,3:48,4:35,43:19:00,"RESCUE, EMS",SM-224804,321 - Emergency medical incident,-11672712.45,4799588.27
SM-2019-40366,2019-0048975,325,Vehicle accident with no injuries,A,S Federal Boulevard & W Prentice Avenue,,LITTLETON,80123,Arapahoe,11,2,SOUTH METRO,11,URBAN,Emergent,12/6/2019 15:59,12/6/2019 15:59,12/6/2019 16:06,12/6/2019 16:14,"Emergency medical services, other",Street or road in commercial area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 15:59,0:18,6:33,6:51,14:51,"RESCUE, EMS",SM-224820,325 - Vehicle accident with no injuries,-11691633.42,4810646.067
SM-2019-40373,2019-0048984,322,Vehicle accident with injuries,A,W Parkhill Avenue & S Wadsworth Boulevard,,UNINC JEFF,80123,Jefferson,13,2,SOUTH METRO,13,SUBURBAN,Non-emergent,12/6/2019 17:00,12/6/2019 17:00,12/6/2019 17:06,12/6/2019 17:47,Provide advanced life support (ALS); Provide first aid &amp; check for injuries; Transport person,Street or road in commercial area,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,12/6/2019 17:00,0:17,5:55,6:12,47:24:00,"RESCUE, EMS",SM-224827,322 - Vehicle accident with injuries,-11698705.55,4808797.918
SM-2019-40384,2019-0048996,321,Emergency medical incident,A,3401 W Patterson Place,,LITTLETON,80123,Arapahoe,11,2,SOUTH METRO,11,URBAN,Emergent,12/6/2019 18:13,12/6/2019 18:14,12/6/2019 18:20,12/6/2019 19:07,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,12/6/2019 18:13,0:40,6:16,6:56,53:37:00,"RESCUE, EMS",SM-224838,321 - Emergency medical incident,-11691910.61,4809828.157
SM-2019-40391,2019-0049004,321,Emergency medical incident,A,9581 E Grand Avenue,,GREENWOOD VILLAGE,80111,Arapahoe,31,5,SOUTH METRO,31,SUBURBAN,Non-emergent,12/6/2019 19:07,12/6/2019 19:08,12/6/2019 19:14,12/6/2019 19:58,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 19:07,0:39,5:35,6:14,50:59:00,"RESCUE, EMS",SM-224847,321 - Emergency medical incident,-11674852.01,4811617.241
SM-2019-40398,2019-0049012,735,Malfunction - due to alarm system activation,A,7430 E Caley Avenue,,CENTENNIAL,80111,Arapahoe,32,3,SOUTH METRO,32,URBAN,Emergent,12/6/2019 20:36,12/6/2019 20:36,12/6/2019 20:40,12/6/2019 20:51,Investigate,Business office,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 20:36,0:17,4:03,4:20,15:42,"FALSE ALARM, FALSE CALL",SM-224853,735 - Malfunction - due to alarm system activation,-11677657.26,4808240.216
SM-2019-40410,2019-0049027,554,Assist invalid; lift assist without medical treatment,A,7923 S Pennsylvania Drive,,LITTLETON,80122,Arapahoe,15,2,SOUTH METRO,15,URBAN,Non-emergent,12/6/2019 22:18,12/6/2019 22:18,12/6/2019 22:25,12/6/2019 22:30,Assist physically disabled,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 22:18,0:29,6:32,7:01,12:13,SERVICE CALL,SM-224863,554 - Assist invalid; lift assist without medical treatment,-11686497.14,4804136.433
SM-2019-40417,2019-0049037,552,Police matter,A,6937 S Madison Way,,CENTENNIAL,80122,Arapahoe,14,3,SOUTH METRO,15,URBAN,Non-emergent,12/6/2019 23:41,12/6/2019 23:42,12/6/2019 23:48,12/6/2019 23:52,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/6/2019 23:41,0:28,6:08,6:36,11:04,SERVICE CALL,SM-224871,552 - Police matter,-11682733.43,4806704.531
SM-2019-40424,2019-0049046,733,Malfunction - due to smoke detector activation,A,15997 E Tall Timber Lane,,PARKER,80134,Douglas,46,4,SOUTH METRO,46,URBAN,Emergent,12/7/2019 2:35,12/7/2019 2:35,12/7/2019 2:44,12/7/2019 2:53,Investigate; Restore fire alarm system,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 2:35,0:45,9:09,9:54,18:20,"FALSE ALARM, FALSE CALL",SM-224878,733 - Malfunction - due to smoke detector activation,-11666700.08,4792679.013
SM-2019-40435,2019-0049058,325,Vehicle accident with no injuries,A,EB Arapahoe Road East of S Revere Parkway,,CENTENNIAL,80112.1,Arapahoe,35,5,SOUTH METRO,31,SUBURBAN,Emergent,12/7/2019 6:14,12/7/2019 6:15,12/7/2019 6:20,12/7/2019 6:28,Investigate; Refer to proper authority,Street or road in commercial area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 6:14,0:12,5:17,5:29,13:04,"RESCUE, EMS",SM-224889,325 - Vehicle accident with no injuries,-11670784.4,4807269.37
SM-2019-40442,2019-0049065,554,Assist invalid; lift assist without medical treatment,A,19691 E Dove Creek Place,,PARKER,80134,Douglas,46,4,SOUTH METRO,46,SUBURBAN,Non-emergent,12/7/2019 8:31,12/7/2019 8:32,12/7/2019 8:36,12/7/2019 8:41,Assist physically disabled,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 8:31,0:41,4:38,5:19,10:13,SERVICE CALL,SM-224894,554 - Assist invalid; lift assist without medical treatment,-11661769.74,4791644.766
SM-2019-40449,2019-0049074,321,Emergency medical incident,A,5894 S Datura Street,,LITTLETON,80120,Arapahoe,11,2,SOUTH METRO,11,URBAN,Emergent,12/7/2019 10:19,12/7/2019 10:20,12/7/2019 10:23,12/7/2019 11:00,Provide advanced life support (ALS),"Church, mosque, synagogue, temple, chapel",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 10:19,0:38,2:51,3:29,40:44:00,"RESCUE, EMS",SM-224902,321 - Emergency medical incident,-11688965.09,4809432.232
SM-2019-40467,2019-0049099,554,Assist invalid; lift assist without medical treatment,A,6325 S University Boulevard,111,CENTENNIAL,80121,Arapahoe,37,3,SOUTH METRO,37,URBAN,Non-emergent,12/7/2019 13:00,12/7/2019 13:00,12/7/2019 13:00,12/7/2019 13:27,Assist physically disabled,"24-hour care Nursing homes, 4 or more persons",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/7/2019 13:00,0:11,0:39,0:50,27:41:00,SERVICE CALL,SM-224925,554 - Assist invalid; lift assist without medical treatment,-11684189.49,4808273.446
SM-2019-40474,2019-0049106,321,Emergency medical incident,A,5656 S Wadsworth Boulevard,,UNINC JEFF,80123,Jefferson,13,2,SOUTH METRO,13,SUBURBAN,Non-emergent,12/7/2019 13:45,12/7/2019 13:45,12/7/2019 13:49,12/7/2019 14:47,Provide advanced life support (ALS); Transport person,Restaurant or cafeteria,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,12/7/2019 13:45,0:36,3:32,4:08,62:27:00,"RESCUE, EMS",SM-224928,321 - Emergency medical incident,-11698599.8,4809963.989
SM-2019-40547,2019-0049196,321,Emergency medical incident,A,2500 S Roslyn Street,176,UNINC ARAP,80231,Arapahoe,21,5,SOUTH METRO,21,URBAN,Emergent,12/8/2019 1:33,12/8/2019 1:33,12/8/2019 1:40,12/8/2019 1:58,Provide first aid &amp; check for injuries,"24-hour care Nursing homes, 4 or more persons",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/8/2019 1:33,0:20,6:39,6:59,25:02:00,"RESCUE, EMS",SM-225005,321 - Emergency medical incident,-11677406.79,4817952.418
SM-2019-40561,2019-0049210,321,Emergency medical incident,A,9355 E Dry Creek Road,,CENTENNIAL,80112.1,Arapahoe,33,3,SOUTH METRO,32,URBAN,Non-emergent,12/8/2019 6:37,12/8/2019 6:37,12/8/2019 6:43,12/8/2019 7:11,Provide advanced life support (ALS); Provide basic life support (BLS); Transport person,"Service station, gas station",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,12/8/2019 6:37,0:11,6:11,6:22,34:10:00,"RESCUE, EMS",SM-225020,321 - Emergency medical incident,-11675207.12,4805262.964
