Incident Num,CAD Num,Inc Type Code,Inc Type Desc,Shift,Address,Apt,City,Zip,County,Station First Due,BC District,Fire District,Medic First Due,Pop Density,Response Type,911 Date,Notify Date,Arrival Date,Clear Date,Action Taken,Property Use,Property Loss,Property Value,Mutual Aid,Cause of Ignition,Fire Spread,Injury/Fatality,Geo Status,How Geocoded,Incident Date,Process Time,Unit Response Time,Total Response Time,Total Resource Time,Incident Category,Record ID,Inc Type Desc,X,Y
SM-2019-16089,2019-0019243,424,Carbon monoxide incident,C,10016 Hough Point,,UNINC DOUG,80134,Douglas,44,4,SOUTH METRO,44,SUBURBAN,Non-emergent,5/19/2019 23:57,5/19/2019 23:58,5/20/2019 0:04,5/20/2019 0:40,Investigate; Ventilate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/19/2019 23:57,0:51,6:25,7:16,43:08:00,HAZARDOUS CONDITION,SM-200630,424 - Carbon monoxide incident,-11669173.6,4798548.979
SM-2019-16091,2019-0019245,321,Emergency medical incident,C,9201 E Arapahoe Road,114,GREENWOOD VILLAGE,80111.1,Arapahoe,31,5,SOUTH METRO,31,URBAN,Non-emergent,5/20/2019 1:17,5/20/2019 1:18,5/20/2019 1:25,5/20/2019 1:55,"Assistance, other; Provide advanced life support (ALS); Transport person","Hotel/motel, commercial",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 1:17,0:41,7:06,7:47,38:23:00,"RESCUE, EMS",SM-200632,321 - Emergency medical incident,-11675506.57,4807409.501
SM-2019-16107,2019-0019263,554,Assist invalid; lift assist without medical treatment,B,172 W Ida Avenue,4,LITTLETON,80120,Arapahoe,12,2,SOUTH METRO,12,URBAN,Non-emergent,5/20/2019 7:09,5/20/2019 7:10,5/20/2019 7:16,5/20/2019 7:19,"Action taken, other",Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 7:09,0:17,6:15,6:32,9:21,SERVICE CALL,SM-200648,554 - Assist invalid; lift assist without medical treatment,-11687478.98,4809630.193
SM-2019-16109,2019-0019265,322,Vehicle accident with injuries,B,1641 S Parker Road,,UNINC ARAP,80231,Arapahoe,21,5,SOUTH METRO,21,URBAN,Emergent,5/20/2019 7:23,5/20/2019 7:24,5/20/2019 7:39,5/20/2019 7:46,Provide basic life support (BLS),Street or road in commercial area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 7:23,0:20,15:03,15:23,23:08,"RESCUE, EMS",SM-200650,322 - Vehicle accident with injuries,-11675890.62,4820466.205
SM-2019-16124,2019-0019284,321,Emergency medical incident,B,22394 Quail Run Drive,,PARKER,80138,Douglas,41,4,SOUTH METRO,41,URBAN,Non-emergent,5/20/2019 8:48,5/20/2019 8:48,5/20/2019 8:53,5/20/2019 9:23,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 8:48,0:43,4:54,5:37,35:50:00,"RESCUE, EMS",SM-200665,321 - Emergency medical incident,-11658021.62,4795971.427
SM-2019-16141,2019-0019307,651,"Smoke or odor investigation, no fire",B,8127 Briar Ridge Drive,,CASTLE PINES,80108,Douglas,36,1,SOUTH METRO,36,SUBURBAN,Emergent,5/20/2019 11:43,5/20/2019 11:43,5/20/2019 11:48,5/20/2019 12:05,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 11:43,0:34,5:06,5:40,21:57,GOOD INTENT CALL,SM-200682,"651 - Smoke or odor investigation, no fire",-11677265.42,4790704.372
SM-2019-16143,2019-0019309,424,Carbon monoxide incident,B,22541 E Layton Circle,,UNINC ARAP,80015,Arapahoe,23,5,SOUTH METRO,23,URBAN,Non-emergent,5/20/2019 12:03,5/20/2019 12:03,5/20/2019 12:09,5/20/2019 12:48,Investigate; Ventilate; Remove hazard,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 12:03,0:34,5:51,6:25,45:23:00,HAZARDOUS CONDITION,SM-200684,424 - Carbon monoxide incident,-11658012.71,4812224.272
SM-2019-16156,2019-0019323,611,Dispatched & cancelled enroute,B,6375 S Geneva Circle,,UNINC ARAP,80111,Arapahoe,31,5,SOUTH METRO,31,URBAN,Emergent,5/20/2019 14:07,5/20/2019 14:07,,5/20/2019 14:10,Cancelled enroute,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 14:07,0:19,0:00,0:00,2:37,GOOD INTENT CALL,SM-200697,611 - Dispatched & cancelled enroute,-11673875.74,4808191.094
SM-2019-16158,2019-0019325,321,Emergency medical incident,B,16440 E Arapahoe Road,--,FOXFIELD,80016.2,Arapahoe,42,5,SOUTH METRO,42,RURAL,Non-emergent,5/20/2019 14:31,5/20/2019 14:32,5/20/2019 14:35,5/20/2019 15:04,Provide basic life support (BLS); Transport person,"Mercantile, business, other",NaN,NaN,No aid given or received,,,,M,address_points_zip,5/20/2019 14:31,0:42,2:44,3:26,32:43:00,"RESCUE, EMS",SM-200699,321 - Emergency medical incident,-11666004.19,4807162.053
SM-2019-16160,2019-0019328,322,Vehicle accident with injuries,B,W C470 Highway & Quebec Street,,LONE TREE,80124,Douglas,34,3,SOUTH METRO,34,URBAN,Non-emergent,5/20/2019 15:16,5/20/2019 15:16,5/20/2019 15:20,5/20/2019 15:46,Control traffic; Provide advanced life support (ALS); Transport person,Highway or divided highway,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 15:16,0:18,4:19,4:37,30:04:00,"RESCUE, EMS",SM-200701,322 - Vehicle accident with injuries,-11677184.15,4802813.643
SM-2019-16174,2019-0019342,745,Unintentional - alarm system activation (no fire),B,4971 S Rio Grande Street,,LITTLETON,80120,Arapahoe,11,2,SOUTH METRO,11,URBAN,Emergent,5/20/2019 16:44,5/20/2019 16:44,5/20/2019 16:52,5/20/2019 16:55,Investigate,"Manufacturing, processing",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 16:44,0:27,8:07,8:34,11:31,"FALSE ALARM, FALSE CALL",SM-200714,745 - Unintentional - alarm system activation (no fire),-11689767.71,4811790.675
SM-2019-16191,2019-0019361,321,Emergency medical incident,B,10900 E Briarwood Avenue,,CENTENNIAL,80112,Arapahoe,35,5,SOUTH METRO,31,URBAN,Non-emergent,5/20/2019 18:55,5/20/2019 18:56,5/20/2019 18:58,5/20/2019 19:43,Provide advanced life support (ALS); Transport person,"Food and beverage sales, grocery store",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 18:55,0:37,2:07,2:44,47:53:00,"RESCUE, EMS",SM-200731,321 - Emergency medical incident,-11673159.95,4806623.636
SM-2019-16193,2019-0019363,424,Carbon monoxide incident,B,2370 E Arapahoe Road,,CENTENNIAL,80122,Arapahoe,15,2,SOUTH METRO,15,URBAN,Non-emergent,5/20/2019 19:02,5/20/2019 19:02,5/20/2019 19:09,5/20/2019 19:16,Investigate,Restaurant or cafeteria,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 19:02,0:39,6:47,7:26,14:27,HAZARDOUS CONDITION,SM-200733,424 - Carbon monoxide incident,-11684205.07,4807233.254
SM-2019-16208,2019-0019381,322,Vehicle accident with injuries,B,S Gun Club Road & E Crestline Circle,,UNINC ARAP,80016,Arapahoe,23,5,SOUTH METRO,23,,Emergent,5/20/2019 21:01,5/20/2019 21:02,5/20/2019 21:12,5/20/2019 21:30,Control traffic; Provide basic life support (BLS),Street or road in commercial area,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,5/20/2019 21:01,0:23,10:39,11:02,28:24:00,"RESCUE, EMS",SM-200748,322 - Vehicle accident with injuries,-11656997.48,4810599.823
SM-2019-16210,2019-0019383,321,Emergency medical incident,B,8151 S Poplar Way,203,CENTENNIAL,80112,Arapahoe,33,3,SOUTH METRO,34,URBAN,Emergent,5/20/2019 21:39,5/20/2019 21:39,5/20/2019 21:43,5/20/2019 22:15,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/20/2019 21:39,0:40,3:51,4:31,36:18:00,"RESCUE, EMS",SM-200750,321 - Emergency medical incident,-11678228.33,4803570.327
SM-2019-16225,2019-0019402,321,Emergency medical incident,B,5579 S Windermere Street,105,LITTLETON,80120,Arapahoe,11,2,SOUTH METRO,11,URBAN,Non-emergent,5/21/2019 0:01,5/21/2019 0:01,5/21/2019 0:07,5/21/2019 0:33,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/21/2019 0:01,0:27,5:26,5:53,32:15:00,"RESCUE, EMS",SM-200765,321 - Emergency medical incident,-11689344.69,4810271.785
SM-2019-16242,2019-0019423,325,Vehicle accident with no injuries,B,S Parker Road & Stroh Road,,PARKER,80134,Douglas,46,4,SOUTH METRO,46,SUBURBAN,Emergent,5/21/2019 5:20,5/21/2019 5:20,5/21/2019 5:25,5/21/2019 5:29,Investigate,Highway or divided highway,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,5/21/2019 5:20,0:27,4:36,5:03,9:23,"RESCUE, EMS",SM-200782,325 - Vehicle accident with no injuries,-11661594.97,4790447.654
SM-2019-16244,2019-0019428,414,Natural gas or LPG leak (inside),B,862 W Happy Canyon Road,,UNINC DOUG,80108,Douglas,39,1,SOUTH METRO,36,SUBURBAN,Emergent,5/21/2019 6:44,5/21/2019 6:44,5/21/2019 6:49,5/21/2019 7:12,Investigate; Incident command,Business office,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,5/21/2019 6:44,0:29,4:43,5:12,28:45:00,HAZARDOUS CONDITION,SM-200784,414 - Natural gas or LPG leak (inside),-11677504.75,4783050.36
SM-2019-16259,2019-0019443,325,Vehicle accident with no injuries,B,C-470 WB & I-25 SB,,LONE TREE,80124,Douglas,33,3,SOUTH METRO,32,URBAN,Emergent,5/21/2019 10:35,5/21/2019 10:36,5/21/2019 10:44,5/21/2019 10:57,Investigate,Highway or divided highway,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/21/2019 10:35,0:32,7:54,8:26,22:05,"RESCUE, EMS",SM-200799,325 - Vehicle accident with no injuries,-11674253.11,4802325.584
SM-2019-16261,2019-0019445,321,Emergency medical incident,B,8989 E Vassar Avenue,,UNINC ARAP,80231,Arapahoe,21,5,SOUTH METRO,21,URBAN,Non-emergent,5/21/2019 10:41,5/21/2019 10:42,5/21/2019 10:47,5/21/2019 11:30,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/21/2019 10:41,0:50,4:55,5:45,48:34:00,"RESCUE, EMS",SM-200801,321 - Emergency medical incident,-11675573.36,4818014.604
SM-2019-16274,2019-0019461,321,Emergency medical incident,B,19754 Pikes Peak Avenue,203,PARKER,80138,Douglas,41,4,SOUTH METRO,41,URBAN,Emergent,5/21/2019 12:31,5/21/2019 12:31,5/21/2019 12:35,5/21/2019 12:44,Provide basic life support (BLS),Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/21/2019 12:31,0:18,3:50,4:08,13:14,"RESCUE, EMS",SM-200814,321 - Emergency medical incident,-11661985.7,4795944.01
SM-2019-16276,2019-0019463,321,Emergency medical incident,B,8005 S Chester Street,1ST FLOOR,CENTENNIAL,80112,Arapahoe,34,3,SOUTH METRO,34,URBAN,Emergent,5/21/2019 12:53,5/21/2019 12:54,5/21/2019 12:59,5/21/2019 13:10,Provide first aid &amp; check for injuries,Business office,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/21/2019 12:53,0:25,4:44,5:09,16:12,"RESCUE, EMS",SM-200816,321 - Emergency medical incident,-11675293.95,4803849.044
SM-2019-16278,2019-0019465,550,"Public service assistance, other",B,17167 Waterhouse Circle,D,UNINC DOUG,80134,Douglas,45,4,SOUTH METRO,42,URBAN,Non-emergent,5/21/2019 13:08,5/21/2019 13:08,5/21/2019 13:14,5/21/2019 13:26,"Assistance, other",1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/21/2019 13:08,0:25,5:46,6:11,18:24,SERVICE CALL,SM-200818,"550 - Public service assistance, other",-11665187.25,4801365.417
SM-2019-16293,2019-0019483,321,Emergency medical incident,B,7490 S Webster Street,,UNINC JEFF,80128,Arapahoe,13,1,SOUTH METRO,13,URBAN,Non-emergent,5/21/2019 15:49,5/21/2019 15:50,5/21/2019 15:55,5/21/2019 16:11,Provide first aid &amp; check for injuries,"Residential street, road or residential driveway",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/21/2019 15:49,0:24,5:27,5:51,22:00,"RESCUE, EMS",SM-200833,321 - Emergency medical incident,-11697535.58,4805235.522
SM-2019-16308,2019-0019501,322,Vehicle accident with injuries,B,S Platte Canyon Road & W Chatfield Avenue,,UNINC JEFF,80128,Jefferson,16,1,SOUTH METRO,16,RURAL,Emergent,5/21/2019 17:55,5/21/2019 17:55,5/21/2019 18:02,5/21/2019 18:10,"Emergency medical services, other; Cancelled on scene",Street or road in commercial area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/21/2019 17:55,0:16,6:44,7:00,15:05,"RESCUE, EMS",SM-200848,322 - Vehicle accident with injuries,-11695440.55,4803207.863
SM-2019-16311,2019-0019505,611,Dispatched & cancelled enroute,B,10646 Abbotswood Court,,UNINC DOUG,80129,Douglas,18,2,SOUTH METRO,18,URBAN,,5/21/2019 18:23,5/21/2019 18:24,,5/21/2019 18:24,Cancelled enroute,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/21/2019 18:23,0:30,0:00,0:00,0:50,GOOD INTENT CALL,SM-200850,611 - Dispatched & cancelled enroute,-11688617.78,4796850.261
SM-2019-16327,2019-0019521,414,Natural gas or LPG leak (inside),B,3705 S Lafayette Street,,CHERRY HILLS VILLAGE,80113.1,Arapahoe,38,3,SOUTH METRO,37,SUBURBAN,Emergent,5/21/2019 20:11,5/21/2019 20:11,5/21/2019 20:19,5/21/2019 20:34,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/21/2019 20:11,0:32,7:30,8:02,23:01,HAZARDOUS CONDITION,SM-200865,414 - Natural gas or LPG leak (inside),-11685379.49,4815223.838
SM-2019-16344,2019-0019539,321,Emergency medical incident,B,9100 E Florida Avenue,107,UNINC ARAP,80247,Arapahoe,21,5,SOUTH METRO,21,URBAN,Non-emergent,5/22/2019 0:00,5/22/2019 0:01,5/22/2019 0:07,5/22/2019 0:47,Provide advanced life support (ALS); Transport person,Multi-family residence (more than 2 families),NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 0:00,0:38,6:12,6:50,46:58:00,"RESCUE, EMS",SM-200883,321 - Emergency medical incident,-11675621.23,4820837.975
SM-2019-16361,2019-0019560,622,No incident found on arrival at dispatch address,A,6499 Plateau Drive,,CHERRY HILLS VILLAGE,80111,Arapahoe,32,3,SOUTH METRO,32,SUBURBAN,Emergent,5/22/2019 7:10,5/22/2019 7:10,5/22/2019 7:18,5/22/2019 7:22,"Action taken, other",1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 7:10,0:21,7:45,8:06,12:01,GOOD INTENT CALL,SM-200900,622 - No incident found on arrival at dispatch address,-11678967.49,4812091.3
SM-2019-16363,2019-0019562,551,Assist police or other governmental agency,A,9554 S University Boulevard,,UNINC DOUG,80126,Douglas,17,2,SOUTH METRO,17,URBAN,Non-emergent,5/22/2019 7:30,5/22/2019 7:31,5/22/2019 7:32,5/22/2019 8:17,Standby,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 7:30,0:21,1:10,1:31,46:29:00,SERVICE CALL,SM-200902,551 - Assist police or other governmental agency,-11681748.25,4799790.367
SM-2019-16378,2019-0019582,321,Emergency medical incident,A,2020 E County Line Road,,UNINC DOUG,80126,Douglas,15,2,SOUTH METRO,15,URBAN,Emergent,5/22/2019 9:49,5/22/2019 9:49,5/22/2019 9:54,5/22/2019 10:40,Provide basic life support (BLS),Vehicle parking area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 9:49,0:29,4:31,5:00,51:20:00,"RESCUE, EMS",SM-200917,321 - Emergency medical incident,-11684326.41,4803033.133
SM-2019-16380,2019-0019584,321,Emergency medical incident,A,6649 W Lakeside Drive,,UNINC DOUG,80125,Douglas,40,1,SOUTH METRO,16,RURAL,Non-emergent,5/22/2019 9:58,5/22/2019 9:58,5/22/2019 10:03,5/22/2019 10:44,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 9:58,0:22,5:02,5:24,46:23:00,"RESCUE, EMS",SM-200919,321 - Emergency medical incident,-11689668.63,4796081.097
SM-2019-16393,2019-0019599,321,Emergency medical incident,A,12867 Capital Creek Street,,PARKER,80134,Douglas,46,4,SOUTH METRO,46,SUBURBAN,Non-emergent,5/22/2019 11:33,5/22/2019 11:33,5/22/2019 11:42,5/22/2019 12:18,Provide advanced life support (ALS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 11:33,0:27,8:31,8:58,45:05:00,"RESCUE, EMS",SM-200932,321 - Emergency medical incident,-11663524.14,4790844.271
SM-2019-16395,2019-0019601,321,Emergency medical incident,A,8859 E Parker Road,,UNINC DOUG,80138,Douglas,47,4,SOUTH METRO,41,RURAL,Non-emergent,5/22/2019 11:41,5/22/2019 11:41,5/22/2019 11:51,5/22/2019 12:29,Provide basic life support (BLS); Transport person,"Stadium, arena",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 11:41,0:38,9:33,10:11,48:34:00,"RESCUE, EMS",SM-200934,321 - Emergency medical incident,-11657360.38,4797866.282
SM-2019-16397,2019-0019604,611,Dispatched & cancelled enroute,A,7706 W Bowles Avenue,,UNINC JEFF,80123,Jefferson,13,1,SOUTH METRO,13,SUBURBAN,Emergent,5/22/2019 11:49,5/22/2019 11:50,,5/22/2019 11:55,Cancelled enroute,None,NaN,NaN,Automatic aid received from other agencies,,,,C,X-Y Coordinates,5/22/2019 11:49,0:15,0:00,0:00,5:30,GOOD INTENT CALL,SM-200936,611 - Dispatched & cancelled enroute,-11697718.15,4809254.504
SM-2019-16410,2019-0019620,321,Emergency medical incident,A,6541 S Vine Street,310,CENTENNIAL,80121,Arapahoe,15,2,SOUTH METRO,15,URBAN,Non-emergent,5/22/2019 13:57,5/22/2019 13:57,5/22/2019 14:02,5/22/2019 14:13,Provide first aid &amp; check for injuries,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 13:57,0:22,4:52,5:14,15:46,"RESCUE, EMS",SM-200949,321 - Emergency medical incident,-11684333.09,4807652.207
SM-2019-16412,2019-0019622,321,Emergency medical incident,A,6557 S Acoma Street,,LITTLETON,80120,Arapahoe,12,2,SOUTH METRO,12,URBAN,Non-emergent,5/22/2019 14:19,5/22/2019 14:19,5/22/2019 14:22,5/22/2019 14:53,Provide advanced life support (ALS); Transport person,High school/junior high school/middle school,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 14:19,0:34,2:49,3:23,34:48:00,"RESCUE, EMS",SM-200951,321 - Emergency medical incident,-11687525.73,4807751.892
SM-2019-16427,2019-0019638,321,Emergency medical incident,A,7391 E Belleview Avenue,,GREENWOOD VILLAGE,80237,Arapahoe,32,3,SOUTH METRO,32,URBAN,Non-emergent,5/22/2019 16:04,5/22/2019 16:05,5/22/2019 16:10,5/22/2019 16:51,Provide basic life support (BLS); Transport person,Street or road in commercial area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 16:04,0:57,4:50,5:47,47:04:00,"RESCUE, EMS",SM-200967,321 - Emergency medical incident,-11677709.58,4811427.912
SM-2019-16429,2019-0019640,511,Lock-out,A,9350 Heritage Hills Circle,,LONE TREE,80124,Douglas,34,3,SOUTH METRO,34,URBAN,Non-emergent,5/22/2019 16:15,5/22/2019 16:16,5/22/2019 16:23,5/22/2019 16:26,Forcible entry,Vehicle parking area,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 16:15,0:47,6:43,7:30,11:02,SERVICE CALL,SM-200969,511 - Lock-out,-11675285.04,4798882.407
SM-2019-16446,2019-0019658,700,"False alarm - false alarm or false call, other",A,11676 E Maplewood Avenue,,UNINC ARAP,80111,Arapahoe,31,5,SOUTH METRO,31,URBAN,"Emergent initially, changing to non-emergent",5/22/2019 17:45,5/22/2019 17:45,5/22/2019 17:54,5/22/2019 17:57,Investigate,None,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 17:45,0:22,8:33,8:55,11:51,"FALSE ALARM, FALSE CALL",SM-200986,"700 - False alarm - false alarm or false call, other",-11672135.81,4808553.739
SM-2019-16461,2019-0019675,550,"Public service assistance, other",A,8971 Forrest Drive,,UNINC DOUG,80126,Douglas,17,2,SOUTH METRO,17,URBAN,Non-emergent,5/22/2019 19:59,5/22/2019 20:00,5/22/2019 20:08,5/22/2019 20:15,"Extricate, disentangle",1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/22/2019 19:59,0:44,8:10,8:54,15:20,SERVICE CALL,SM-201001,"550 - Public service assistance, other",-11682915.99,4801245.584
SM-2019-16478,2019-0019693,321,Emergency medical incident,A,5975 S Holly Street,110,CENTENNIAL,80121,Arapahoe,32,3,SOUTH METRO,32,URBAN,Non-emergent,5/23/2019 0:26,5/23/2019 0:26,5/23/2019 0:32,5/23/2019 1:11,Provide basic life support (BLS); Transport person,"24-hour care Nursing homes, 4 or more persons",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/23/2019 0:26,0:48,5:26,6:14,45:47:00,"RESCUE, EMS",SM-201018,321 - Emergency medical incident,-11680085.14,4809153.36
SM-2019-16480,2019-0019695,552,Police matter,A,6676 S Parker Road,,AURORA,80016,Arapahoe,42,5,SOUTH METRO,42,SUBURBAN,Emergent,5/23/2019 0:40,5/23/2019 0:40,5/23/2019 0:46,5/23/2019 1:04,Investigate,Restaurant or cafeteria,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/23/2019 0:40,0:27,5:40,6:07,23:50,SERVICE CALL,SM-201020,552 - Police matter,-11666330.5,4807322.822
SM-2019-16495,2019-0019714,424,Carbon monoxide incident,A,4351 S Himalaya Circle,,UNINC ARAP,80015,Arapahoe,23,5,SOUTH METRO,23,URBAN,Emergent,5/23/2019 6:43,5/23/2019 6:43,5/23/2019 6:50,5/23/2019 7:10,Remove hazard,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/23/2019 6:43,0:30,6:50,7:20,27:43:00,HAZARDOUS CONDITION,SM-201035,424 - Carbon monoxide incident,-11660976.04,4813403.753
SM-2019-16497,2019-0019717,321,Emergency medical incident,A,6875 S Cook Way,,CENTENNIAL,80122,Arapahoe,14,3,SOUTH METRO,15,URBAN,Non-emergent,5/23/2019 8:12,5/23/2019 8:13,5/23/2019 8:18,5/23/2019 9:01,Provide basic life support (BLS); Transport person,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/23/2019 8:12,0:45,5:40,6:25,49:10:00,"RESCUE, EMS",SM-201037,321 - Emergency medical incident,-11682763.49,4806814.318
SM-2019-16511,2019-0019736,321,Emergency medical incident,A,6558 S Acoma Street,,LITTLETON,80120,Arapahoe,12,2,SOUTH METRO,12,URBAN,Emergent,5/23/2019 10:27,5/23/2019 10:28,5/23/2019 10:34,5/23/2019 10:52,Provide basic life support (BLS),High school/junior high school/middle school,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/23/2019 10:27,0:34,6:03,6:37,25:19:00,"RESCUE, EMS",SM-201050,321 - Emergency medical incident,-11687443.36,4807730.221
SM-2019-16513,2019-0019738,571,"Cover assignment, standby, moveup",A,9340 Commerce Center Street,,UNINC DOUG,80129,Douglas,16,1,SOUTH METRO,16,URBAN,Non-emergent,5/23/2019 10:48,5/23/2019 10:49,5/23/2019 10:53,5/23/2019 11:19,Provide basic life support (BLS),"Schools, non-adult, other",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/23/2019 10:48,0:30,4:33,5:03,31:02:00,SERVICE CALL,SM-201052,"571 - Cover assignment, standby, moveup",-11692290.21,4800271.085
SM-2019-16515,2019-0019740,321,Emergency medical incident,A,8835 American Way,,UNINC DOUG,80112,Douglas,45,4,SOUTH METRO,44,SUBURBAN,Non-emergent,5/23/2019 11:06,5/23/2019 11:07,5/23/2019 11:12,5/23/2019 11:41,Provide advanced life support (ALS); Transport person,Alcohol or substance abuse recovery center,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/23/2019 11:06,0:53,5:33,6:26,35:30:00,"RESCUE, EMS",SM-201054,321 - Emergency medical incident,-11669360.62,4801739.366
SM-2019-16530,2019-0019756,735,Malfunction - due to alarm system activation,A,7239 S Sundown Circle,,LITTLETON,80120,Arapahoe,12,2,SOUTH METRO,12,URBAN,Non-emergent,5/23/2019 12:19,5/23/2019 12:19,5/23/2019 12:27,5/23/2019 12:28,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/23/2019 12:19,0:20,8:03,8:23,9:46,"FALSE ALARM, FALSE CALL",SM-201067,735 - Malfunction - due to alarm system activation,-11688122.41,4806414.179
SM-2019-16532,2019-0019759,651,"Smoke or odor investigation, no fire",A,6215 Northwoods Glenn Drive,,UNINC DOUG,80134,Douglas,43,4,SOUTH METRO,46,SUBURBAN,Emergent,5/23/2019 13:13,5/23/2019 13:13,5/23/2019 13:19,5/23/2019 13:23,Investigate,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/23/2019 13:13,0:41,5:12,5:53,10:39,GOOD INTENT CALL,SM-201069,"651 - Smoke or odor investigation, no fire",-11657009.72,4786583.253
SM-2019-16547,2019-0019777,651,"Smoke or odor investigation, no fire",A,18125 E Weaver Avenue,,UNINC ARAP,80016,Arapahoe,22,5,SOUTH METRO,42,SUBURBAN,Emergent,5/23/2019 15:27,5/23/2019 15:27,5/23/2019 15:33,5/23/2019 16:04,Operate apparatus or vehicle; Ventilate; Investigate; Incident command,1 or 2 family residence,NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/23/2019 15:27,0:32,6:08,6:40,36:48:00,GOOD INTENT CALL,SM-201084,"651 - Smoke or odor investigation, no fire",-11663960.51,4808209.876
SM-2019-16549,2019-0019781,322,Vehicle accident with injuries,A,E Wildcat Reserve Parkway & Poston Parkway,,UNINC DOUG,80126,Douglas,17,2,SOUTH METRO,17,URBAN,Non-emergent,5/23/2019 15:51,5/23/2019 15:51,5/23/2019 15:57,5/23/2019 16:41,Provide basic life support (BLS); Transport person,"Residential street, road or residential driveway",NaN,NaN,No aid given or received,,,,C,X-Y Coordinates,5/23/2019 15:51,0:34,5:59,6:33,50:26:00,"RESCUE, EMS",SM-201086,322 - Vehicle accident with injuries,-11683934.57,4797040.757
